location,size,total_sqft,bath,price,bhk,price_per_sqft,bath_per_bhk,sqft_per_bhk
Ulsoor,4 BHK,36000.0,4.0,4351.32,4,12087.0,1.0,9000.0
Whitefield,1 BHK,825.0,1.0,72.28,1,8761.212121212122,1.0,825.0
Madiwala,3 BHK,1250.0,3.0,46.4,3,3712.0,1.0,416.6666666666667
Electronics City Phase 1,2 BHK,1113.12,2.0,51.78,2,4651.789564467444,1.0,556.56
2nd Block Jayanagar,3 BHK,1718.0,3.0,229.75,3,13373.108265424913,1.0,572.6666666666666
Gottigere,2 BHK,1010.0,2.0,41.94,2,4152.475247524752,1.0,505.0
Kanakpura Road,2 BHK,900.0,2.0,47.2,2,5244.444444444444,1.0,450.0
Syndicate Bank Colony,4 Bedroom,1500.0,4.0,170.62,4,11374.666666666666,1.0,375.0
Rayasandra,1 Bedroom,540.0,1.0,23.39,1,4331.481481481482,1.0,540.0
Electronic City,2 BHK,1020.0,2.0,63.69,2,6244.117647058823,1.0,510.0
Hosur Road,2 BHK,1194.0,2.0,97.42,2,8159.128978224456,1.0,597.0
Electronic City,2 BHK,1108.0,2.0,64.73,2,5842.057761732852,1.0,554.0
Hebbal,4 BHK,3895.0,2.0,397.21,4,10197.946084724004,0.5,973.75
Kanakpura Road,2 BHK,700.0,2.0,35.52,2,5074.285714285715,1.0,350.0
Somasundara Palya,3 BHK,1600.0,3.0,81.1,3,5068.749999999999,1.0,533.3333333333334
Nagarbhavi,3 BHK,1850.0,3.0,151.7,3,8199.999999999998,1.0,616.6666666666666
Tumkur Road,2 BHK,1250.0,2.0,79.09,2,6327.2,1.0,625.0
Ramamurthy Nagar,1 Bedroom,600.0,1.0,26.79,1,4465.0,1.0,600.0
Raja Rajeshwari Nagar,2 BHK,1140.0,2.0,50.44,2,4424.561403508772,1.0,570.0
CQAL Layout,3 BHK,1200.0,2.0,115.14,3,9595.0,0.6666666666666666,400.0
Nayandanahalli,2 BHK,985.0,2.0,50.89,2,5166.497461928934,1.0,492.5
Bellandur,2 BHK,982.0,2.0,96.14,2,9790.224032586559,1.0,491.0
9th Phase JP Nagar,1 BHK,600.0,1.0,26.42,1,4403.333333333333,1.0,600.0
Old Madras Road,3 BHK,2640.0,5.0,153.33,3,5807.954545454546,1.6666666666666667,880.0
Akshaya Nagar,2 BHK,1314.0,2.0,108.33,2,8244.292237442922,1.0,657.0
Vijaya Bank Layout,3 BHK,1700.0,2.0,104.84,3,6167.058823529412,0.6666666666666666,566.6666666666666
1st Phase JP Nagar,2 BHK,1077.0,2.0,92.72,2,8609.099350046425,1.0,538.5
Varanasi,5 BHK,2000.0,4.0,105.66,5,5283.0,0.8,400.0
DUO Layout,3 BHK,1643.0,3.0,75.05,3,4567.863664029215,1.0,547.6666666666666
Kengeri,3 Bedroom,1200.0,3.0,78.76,3,6563.333333333334,1.0,400.0
Whitefield,2 BHK,1116.0,2.0,99.87,2,8948.924731182795,1.0,558.0
Abbigere,2 BHK,1020.0,2.0,43.89,2,4302.941176470588,1.0,510.0
Daadys Gaarden Layout,3 BHK,1740.0,3.0,84.04,3,4829.885057471264,1.0,580.0
GM Palaya,2 BHK,1225.0,2.0,52.36,2,4274.285714285715,1.0,612.5
Thanisandra,3 BHK,1241.0,2.0,99.24,3,7996.776792908944,0.6666666666666666,413.6666666666667
Hennur,2 BHK,1041.0,2.0,81.6,2,7838.616714697406,1.0,520.5
Bommanahalli,2 BHK,1050.0,2.0,78.56,2,7481.9047619047615,1.0,525.0
Srinivas Colony,3 BHK,4400.0,3.0,1239.04,3,28160.0,1.0,1466.6666666666667
Kanakpura Road,2 BHK,1309.0,2.0,71.33,2,5449.197860962567,1.0,654.5
Dodda Nekkundi,2 BHK,1128.0,2.0,47.8,2,4237.58865248227,1.0,564.0
Raja Rajeshwari Nagar,3 BHK,1430.0,2.0,61.99,3,4334.965034965035,0.6666666666666666,476.6666666666667
Old Madras Road,2 BHK,1065.0,2.0,62.01,2,5822.5352112676055,1.0,532.5
OMBR Layout,2 BHK,1085.0,2.0,67.52,2,6223.041474654377,1.0,542.5
Vishveshwarya Layout,1 Bedroom,750.0,1.0,31.98,1,4264.0,1.0,750.0
Bellandur,2 BHK,981.0,2.0,95.03,2,9687.054026503567,1.0,490.5
Bhoganhalli,4 BHK,1548.3,4.0,88.66,4,5726.280436607893,1.0,387.075
Hebbal Kempapura,4 BHK,2302.0,4.0,226.06,4,9820.156385751521,1.0,575.5
Kalyan nagar,3 BHK,1410.0,2.0,78.37,3,5558.156028368794,0.6666666666666666,470.0
Hosa Road,3 BHK,1525.84,3.0,75.94,3,4976.930739789231,1.0,508.6133333333333
Begur Road,2 BHK,1200.0,2.0,87.56,2,7296.666666666667,1.0,600.0
Sampangi Rama Nagar,2 BHK,1030.0,2.0,96.27,2,9346.601941747573,1.0,515.0
BTM 1st Stage,3 BHK,1852.0,2.0,220.52,3,11907.127429805616,0.6666666666666666,617.3333333333334
Electronic City,2 BHK,1160.0,2.0,67.15,2,5788.793103448276,1.0,580.0
Jigani,2 BHK,918.0,2.0,47.99,2,5227.668845315904,1.0,459.0
Hebbal,3 BHK,1255.0,2.0,127.17,3,10133.067729083665,0.6666666666666666,418.3333333333333
JP Nagar,3 BHK,1150.0,2.0,106.36,3,9248.695652173914,0.6666666666666666,383.3333333333333
Indira Nagar,3 BHK,2700.0,3.0,317.84,3,11771.85185185185,1.0,900.0
Moodalapalya,2 BHK,1150.0,2.0,96.86,2,8422.608695652174,1.0,575.0
Whitefield,2 BHK,1227.0,2.0,106.49,2,8678.891605541972,1.0,613.5
Hebbal,3 BHK,1255.0,3.0,122.89,3,9792.03187250996,1.0,418.3333333333333
Panathur,2 BHK,1198.0,2.0,113.01,2,9433.22203672788,1.0,599.0
 Devarachikkanahalli,3 Bedroom,1200.0,3.0,50.88,3,4240.0,1.0,400.0
Nelamangala,4 Bedroom,2600.0,3.0,96.77,4,3721.923076923077,0.75,650.0
Thigalarapalya,3 BHK,2072.0,4.0,157.04,3,7579.150579150579,1.3333333333333333,690.6666666666666
Pattandur Agrahara,2 BHK,797.0,2.0,38.26,2,4800.501882057716,1.0,398.5
Nayandanahalli,3 BHK,1350.0,2.0,73.95,3,5477.777777777777,0.6666666666666666,450.0
Sahakara Nagar,4 BHK,2500.0,4.0,169.42,4,6776.8,1.0,625.0
Thigalarapalya,3 BHK,2215.0,4.0,167.08,3,7543.1151241535,1.3333333333333333,738.3333333333334
Kanakpura Road,1 BHK,525.0,1.0,25.13,1,4786.666666666667,1.0,525.0
Bannerghatta Road,4 BHK,2700.0,4.0,261.93,4,9701.111111111111,1.0,675.0
Gokaula Extension,3 BHK,1500.0,2.0,89.84,3,5989.333333333333,0.6666666666666666,500.0
Subash Nagar,2 Bedroom,900.0,2.0,44.05,2,4894.444444444444,1.0,450.0
Poorna Pragna Layout,3 BHK,1355.0,2.0,57.26,3,4225.830258302583,0.6666666666666666,451.6666666666667
Kudlu Gate,3 BHK,1465.0,2.0,122.71,3,8376.109215017064,0.6666666666666666,488.3333333333333
Ramamurthy Nagar,2 Bedroom,1006.0,2.0,49.32,2,4902.58449304175,1.0,503.0
Vishveshwarya Layout,4 BHK,2000.0,4.0,95.52,4,4776.0,1.0,500.0
Electronic City,2 BHK,1128.0,2.0,63.66,2,5643.617021276596,1.0,564.0
Pattanagere,2 BHK,850.0,2.0,36.42,2,4284.705882352941,1.0,425.0
ISRO Layout,3 BHK,1310.0,2.0,78.97,3,6028.244274809161,0.6666666666666666,436.6666666666667
Banashankari,2 BHK,1390.0,2.0,121.74,2,8758.273381294965,1.0,695.0
Kathriguppe,3 BHK,1390.0,2.0,84.62,3,6087.769784172662,0.6666666666666666,463.3333333333333
Marathahalli,4 Bedroom,2396.0,4.0,229.08,4,9560.93489148581,1.0,599.0
Electronic City,2 BHK,1170.0,2.0,69.61,2,5949.572649572649,1.0,585.0
Gottigere,3 BHK,1385.0,2.0,61.72,3,4456.317689530686,0.6666666666666666,461.6666666666667
Old Madras Road,2 BHK,1160.0,2.0,65.7,2,5663.793103448276,1.0,580.0
Electronic City Phase II,2 BHK,1160.0,2.0,35.35,2,3047.4137931034484,1.0,580.0
Bannerghatta Road,3 BHK,1200.0,2.0,104.92,3,8743.333333333334,0.6666666666666666,400.0
Mahadevpura,2 BHK,1475.0,2.0,68.12,2,4618.3050847457625,1.0,737.5
Sarjapur  Road,3 Bedroom,1939.0,3.0,120.76,3,6227.9525528623,1.0,646.3333333333334
7th Phase JP Nagar,2 BHK,850.0,2.0,55.6,2,6541.176470588235,1.0,425.0
Balagere,1 BHK,675.0,1.0,40.03,1,5930.37037037037,1.0,675.0
Electronic City,2 BHK,1060.0,2.0,61.91,2,5840.566037735849,1.0,530.0
Whitefield,2 BHK,1235.0,2.0,112.27,2,9090.688259109313,1.0,617.5
RTO ullalu,2 Bedroom,600.0,4.0,109.72,2,18286.666666666668,2.0,300.0
Austin Town,2 BHK,1250.0,2.0,59.66,2,4772.8,1.0,625.0
Banashankari,2 BHK,1460.0,2.0,127.25,2,8715.753424657534,1.0,730.0
Akshaya Nagar,3 BHK,1690.0,3.0,136.37,3,8069.2307692307695,1.0,563.3333333333334
Indira Nagar,1 BHK,850.0,1.0,97.87,1,11514.117647058823,1.0,850.0
Kanakpura Road,3 BHK,1843.0,3.0,97.27,3,5277.807921866522,1.0,614.3333333333334
7th Phase JP Nagar,3 BHK,1680.0,3.0,119.03,3,7085.119047619048,1.0,560.0
Kundalahalli,2 BHK,1047.0,2.0,78.27,2,7475.644699140401,1.0,523.5
8th Phase JP Nagar,2 BHK,1100.0,2.0,53.38,2,4852.727272727273,1.0,550.0
Indira Nagar,8 Bedroom,3250.0,8.0,440.8,8,13563.076923076924,1.0,406.25
Nagarbhavi,2 BHK,1120.0,2.0,96.13,2,8583.035714285714,1.0,560.0
Raja Rajeshwari Nagar,2 BHK,1095.0,2.0,45.0,2,4109.58904109589,1.0,547.5
Carmelaram,2 BHK,970.0,2.0,52.69,2,5431.958762886598,1.0,485.0
Hosa Road,3 BHK,1100.0,2.0,55.58,3,5052.727272727273,0.6666666666666666,366.6666666666667
Uttarahalli,3 BHK,1685.0,3.0,72.99,3,4331.750741839762,1.0,561.6666666666666
Doddanekundi,2 BHK,1148.0,2.0,75.95,2,6615.8536585365855,1.0,574.0
Marathahalli,2 BHK,1050.0,2.0,96.73,2,9212.380952380952,1.0,525.0
Bannerghatta Road,3 BHK,1465.0,2.0,129.42,3,8834.129692832763,0.6666666666666666,488.3333333333333
Kothanur,4 Bedroom,3401.0,5.0,182.23,4,5358.129961775949,1.25,850.25
Electronic City,1 BHK,630.0,1.0,35.31,1,5604.761904761905,1.0,630.0
7th Phase JP Nagar,3 BHK,1850.0,3.0,121.4,3,6562.1621621621625,1.0,616.6666666666666
Cottonpet,4 Bedroom,1750.0,2.0,198.71,4,11354.857142857143,0.5,437.5
Shikaripalya,3 BHK,1350.0,3.0,55.09,3,4080.740740740741,1.0,450.0
Sector 7 HSR Layout,3 BHK,1760.0,3.0,158.29,3,8993.75,1.0,586.6666666666666
Rajaji Nagar,2 BHK,1440.0,2.0,202.03,2,14029.861111111111,1.0,720.0
Banashankari Stage III,2 BHK,1200.0,2.0,62.17,2,5180.833333333333,1.0,600.0
Hennur Bande,2 BHK,1100.0,2.0,68.98,2,6270.909090909091,1.0,550.0
Kaggadasapura,2 BHK,1140.0,2.0,102.28,2,8971.929824561403,1.0,570.0
Hormavu,3 BHK,1617.5,3.0,76.09,3,4704.173106646059,1.0,539.1666666666666
Gottigere,2 BHK,1410.0,2.0,57.26,2,4060.9929078014184,1.0,705.0
Mahadevpura,3 BHK,1434.0,2.0,70.19,3,4894.700139470014,0.6666666666666666,478.0
"ravindra nagar, T.dasarahalli peenya",2 Bedroom,1180.0,2.0,72.32,2,6128.813559322033,1.0,590.0
Begur Road,2 BHK,1160.0,2.0,83.32,2,7182.758620689654,1.0,580.0
EPIP Zone,2 BHK,1343.0,2.0,92.92,2,6918.838421444527,1.0,671.5
LB Shastri Nagar,2 BHK,1184.0,2.0,60.85,2,5139.358108108108,1.0,592.0
Koramangala,3 BHK,2246.0,3.0,329.67,3,14678.094390026714,1.0,748.6666666666666
Rajankunte,3 Bedroom,4510.0,4.0,292.47,3,6484.922394678493,1.3333333333333333,1503.3333333333333
Banashankari Stage III,3 BHK,1305.0,2.0,64.13,3,4914.176245210728,0.6666666666666666,435.0
Sarjapur  Road,4 BHK,3785.0,5.0,231.79,4,6123.910171730515,1.25,946.25
1st Block BEL Layout,3 BHK,1540.0,3.0,151.78,3,9855.844155844155,1.0,513.3333333333334
Kanakpura Road,3 BHK,1550.0,3.0,78.79,3,5083.225806451614,1.0,516.6666666666666
Yelahanka,3 BHK,1345.0,2.0,116.26,3,8643.866171003718,0.6666666666666666,448.3333333333333
Electronic City Phase II,3 BHK,975.0,2.0,28.19,3,2891.2820512820513,0.6666666666666666,325.0
HSR Layout,2 BHK,1140.0,2.0,126.84,2,11126.315789473685,1.0,570.0
JP Nagar,2 BHK,1152.0,2.0,100.58,2,8730.902777777777,1.0,576.0
Old Airport Road,4 Bedroom,3200.0,4.0,257.95,4,8060.9375,1.0,800.0
Kodathi,3 BHK,1033.0,2.0,33.1,3,3204.2594385285574,0.6666666666666666,344.3333333333333
Richards Town,3 BHK,1800.0,3.0,199.26,3,11070.0,1.0,600.0
Marathahalli,2 BHK,1102.0,2.0,96.37,2,8745.009074410164,1.0,551.0
Subramanyapura,3 BHK,1223.0,2.0,65.98,3,5394.930498773508,0.6666666666666666,407.6666666666667
Kadugodi,3 BHK,1762.0,3.0,149.26,3,8471.05561861521,1.0,587.3333333333334
KR Puram,6 Bedroom,2000.0,6.0,165.6,6,8280.0,1.0,333.3333333333333
Electronic City,3 BHK,1410.0,2.0,87.53,3,6207.801418439716,0.6666666666666666,470.0
Thanisandra,3 BHK,1853.0,3.0,148.61,3,8019.967620075554,1.0,617.6666666666666
Kothanur,2 BHK,1455.0,2.0,72.46,2,4980.068728522336,1.0,727.5
Hebbal,2 BHK,1138.0,2.0,122.08,2,10727.592267135326,1.0,569.0
Sarjapur  Road,3 Bedroom,2556.0,3.0,150.45,3,5886.150234741784,1.0,852.0
TC Palaya,3 BHK,1200.0,2.0,70.27,3,5855.833333333333,0.6666666666666666,400.0
Anantapura,2 BHK,1200.0,2.0,56.47,2,4705.833333333333,1.0,600.0
Anekal,2 Bedroom,1200.0,1.0,53.39,2,4449.166666666667,0.5,600.0
Whitefield,3 BHK,1870.0,3.0,176.6,3,9443.85026737968,1.0,623.3333333333334
Panathur,2 BHK,1199.0,2.0,115.26,2,9613.01084236864,1.0,599.5
Doddakallasandra,3 BHK,1360.0,2.0,54.2,3,3985.294117647059,0.6666666666666666,453.3333333333333
Babusapalaya,3 BHK,1230.0,3.0,47.37,3,3851.2195121951218,1.0,410.0
Hosahalli Extension,3 BHK,2000.0,3.0,190.94,3,9547.0,1.0,666.6666666666666
Kasturi Nagar,4 Bedroom,1200.0,4.0,125.26,4,10438.333333333334,1.0,300.0
Kundalahalli,2 BHK,1047.0,2.0,81.48,2,7782.234957020058,1.0,523.5
Electronic City Phase II,4 Bedroom,6000.0,4.0,199.26,4,3321.0,1.0,1500.0
Ramamurthy Nagar,2 Bedroom,1200.0,2.0,58.03,2,4835.833333333333,1.0,600.0
Kengeri Satellite Town,2 BHK,1302.5,2.0,52.39,2,4022.264875239923,1.0,651.25
Kengeri,2 BHK,725.0,2.0,45.26,2,6242.758620689655,1.0,362.5
Jakkur,3 BHK,1645.0,3.0,108.18,3,6576.29179331307,1.0,548.3333333333334
Sultan Palaya,2 BHK,870.0,2.0,48.3,2,5551.724137931034,1.0,435.0
Marathahalli,2 BHK,1026.0,2.0,89.48,2,8721.247563352827,1.0,513.0
Bennigana Halli,3 BHK,2000.0,3.0,151.58,3,7579.000000000001,1.0,666.6666666666666
Cooke Town,2 BHK,1710.0,2.0,221.12,2,12930.994152046784,1.0,855.0
Hosur Road,3 BHK,1766.0,3.0,145.43,3,8234.994337485843,1.0,588.6666666666666
Makali,1 BHK,500.0,1.0,15.48,1,3096.0,1.0,500.0
JP Nagar,2 BHK,1100.0,1.0,100.24,2,9112.727272727272,0.5,550.0
Jigani,3 BHK,1221.0,3.0,69.63,3,5702.7027027027025,1.0,407.0
Rachenahalli,1 BHK,680.0,1.0,30.82,1,4532.35294117647,1.0,680.0
Sarjapur  Road,2 BHK,1278.0,2.0,73.34,2,5738.654147104851,1.0,639.0
Kodichikkanahalli,2 BHK,1025.0,2.0,48.4,2,4721.951219512195,1.0,512.5
Whitefield,2 BHK,1175.0,2.0,100.91,2,8588.08510638298,1.0,587.5
Sarjapur  Road,2 BHK,975.0,2.0,54.44,2,5583.589743589743,1.0,487.5
6th Phase JP Nagar,1 Bedroom,600.0,1.0,37.09,1,6181.666666666668,1.0,600.0
Seethappa Layout,2 BHK,850.0,2.0,42.02,2,4943.529411764706,1.0,425.0
Anjanapura,2 BHK,710.0,2.0,26.68,2,3757.7464788732395,1.0,355.0
Huskur,2 BHK,1165.0,2.0,35.68,2,3062.6609442060085,1.0,582.5
Sarjapur,1 BHK,625.0,1.0,53.24,1,8518.4,1.0,625.0
Kaggadasapura,3 BHK,1340.0,3.0,126.2,3,9417.910447761195,1.0,446.6666666666667
Ananth Nagar,2 BHK,937.0,2.0,27.29,2,2912.486659551761,1.0,468.5
JP Nagar,1 BHK,750.0,1.0,66.25,1,8833.333333333334,1.0,750.0
Shampura,3 BHK,1475.0,3.0,76.89,3,5212.881355932203,1.0,491.6666666666667
Singapura Village,4 Bedroom,2230.0,4.0,105.17,4,4716.143497757847,1.0,557.5
Jnanabharathi Layout,4 Bedroom,2200.0,5.0,129.51,4,5886.818181818182,1.25,550.0
Mysore Road,2 Bedroom,900.0,2.0,45.9,2,5100.0,1.0,450.0
Electronic City Phase II,2 BHK,1116.0,2.0,32.1,2,2876.3440860215055,1.0,558.0
Hoodi,2 BHK,948.0,2.0,87.36,2,9215.189873417721,1.0,474.0
R.T. Nagar,2 BHK,970.0,2.0,64.38,2,6637.113402061856,1.0,485.0
Akshayanagara East,3 BHK,1519.0,3.0,84.56,3,5566.820276497696,1.0,506.3333333333333
Thanisandra,3 BHK,1200.0,2.0,101.24,3,8436.666666666666,0.6666666666666666,400.0
Bhoganhalli,3 BHK,1760.0,3.0,98.1,3,5573.863636363636,1.0,586.6666666666666
Whitefield,4 Bedroom,4400.0,5.0,426.76,4,9699.09090909091,1.25,1100.0
Sahakara Nagar,3 BHK,1914.0,3.0,123.68,3,6461.8599791013585,1.0,638.0
Budigere,3 BHK,1820.0,3.0,87.96,3,4832.9670329670325,1.0,606.6666666666666
Budigere,3 BHK,1820.0,3.0,93.4,3,5131.868131868132,1.0,606.6666666666666
Kalena Agrahara,3 BHK,1565.0,3.0,79.0,3,5047.923322683706,1.0,521.6666666666666
Begur Road,2 BHK,1334.0,2.0,90.06,2,6751.124437781109,1.0,667.0
Sarakki Nagar,2 BHK,924.0,2.0,107.66,2,11651.515151515152,1.0,462.0
Jigani,2 BHK,914.0,2.0,49.39,2,5403.719912472648,1.0,457.0
Kengeri,1 BHK,500.0,1.0,29.08,1,5816.0,1.0,500.0
Yelahanka,3 BHK,2145.0,3.0,173.79,3,8102.097902097902,1.0,715.0
Electronic City,3 BHK,1650.0,3.0,102.89,3,6235.757575757576,1.0,550.0
Marathahalli,4 BHK,3940.0,4.0,387.34,4,9830.964467005077,1.0,985.0
Electronic City,2 BHK,1020.0,2.0,59.68,2,5850.980392156863,1.0,510.0
Basaveshwara Nagar,2 BHK,1180.0,2.0,92.44,2,7833.8983050847455,1.0,590.0
Ulsoor,2 BHK,1255.0,2.0,154.53,2,12313.147410358566,1.0,627.5
Langford Gardens,3 BHK,2777.29,5.0,642.72,3,23141.9837323434,1.6666666666666667,925.7633333333333
Bommasandra,2 BHK,1014.0,2.0,39.6,2,3905.3254437869823,1.0,507.0
Attibele,2 BHK,695.0,1.0,37.36,2,5375.5395683453235,0.5,347.5
Prithvi Layout,3 Bedroom,2273.0,4.0,152.43,3,6706.11526616806,1.3333333333333333,757.6666666666666
GM Palaya,2 BHK,1140.0,2.0,50.64,2,4442.105263157895,1.0,570.0
Giri Nagar,6 Bedroom,3000.0,4.0,553.08,6,18436.000000000004,0.6666666666666666,500.0
Whitefield,2 BHK,1180.0,2.0,112.32,2,9518.64406779661,1.0,590.0
Begur Road,4 BHK,2400.0,4.0,176.47,4,7352.916666666667,1.0,600.0
Attibele,2 BHK,850.0,1.0,46.69,2,5492.941176470588,0.5,425.0
Banashankari,2 BHK,1200.0,2.0,108.11,2,9009.166666666666,1.0,600.0
"Bellandur, ",4 BHK,3160.0,4.0,214.91,4,6800.949367088608,1.0,790.0
Hoodi,3 BHK,1769.0,3.0,172.96,3,9777.27529677784,1.0,589.6666666666666
Bhoganhalli,4 BHK,1554.3,4.0,88.73,4,5708.679148169595,1.0,388.575
Haralur Road,2 BHK,1243.0,2.0,124.4,2,10008.04505229284,1.0,621.5
2nd Block Jayanagar,4 Bedroom,4920.0,5.0,699.48,4,14217.073170731708,1.25,1230.0
Mallasandra,2 BHK,905.0,2.0,47.49,2,5247.513812154696,1.0,452.5
Kothanur,1 Bedroom,627.0,1.0,29.93,1,4773.524720893142,1.0,627.0
Domlur,3 BHK,2180.0,3.0,275.46,3,12635.77981651376,1.0,726.6666666666666
Frazer Town,3 BHK,2400.0,3.0,297.38,3,12390.833333333334,1.0,800.0
Marathahalli,3 BHK,1435.0,3.0,136.63,3,9521.254355400697,1.0,478.3333333333333
Jakkur,4 BHK,3405.1,6.0,230.08,4,6756.923438371854,1.5,851.275
Kodihalli,3 BHK,1620.0,3.0,173.21,3,10691.975308641975,1.0,540.0
Whitefield,3 BHK,1862.0,3.0,171.34,3,9201.933404940924,1.0,620.6666666666666
Kaikondrahalli,2 BHK,674.0,1.0,42.88,2,6362.017804154303,0.5,337.0
Marathahalli,2 BHK,1220.0,2.0,113.84,2,9331.147540983606,1.0,610.0
Haralur Road,2 BHK,1027.0,2.0,95.61,2,9309.639727361246,1.0,513.5
Electronic City,2 BHK,1025.0,2.0,60.27,2,5880.0,1.0,512.5
Thanisandra,3 BHK,1430.0,2.0,118.02,3,8253.146853146853,0.6666666666666666,476.6666666666667
Panathur,2 BHK,1235.0,2.0,122.7,2,9935.222672064778,1.0,617.5
Electronics City Phase 1,3 BHK,1291.0,2.0,64.85,3,5023.237800154918,0.6666666666666666,430.3333333333333
Kanakpura Road,3 BHK,1498.0,3.0,74.27,3,4957.943925233645,1.0,499.3333333333333
Sarjapur  Road,3 BHK,2180.0,3.0,126.9,3,5821.100917431193,1.0,726.6666666666666
Electronic City,2 BHK,1000.0,2.0,58.32,2,5832.0,1.0,500.0
Ejipura,2 Bedroom,922.0,2.0,91.46,2,9919.739696312365,1.0,461.0
Victoria Layout,2 BHK,850.0,2.0,91.88,2,10809.411764705883,1.0,425.0
AECS Layout,2 BHK,1123.0,2.0,52.03,2,4633.125556544969,1.0,561.5
Raja Rajeshwari Nagar,2 BHK,1235.0,2.0,49.6,2,4016.1943319838056,1.0,617.5
Kogilu,2 BHK,1250.0,2.0,54.18,2,4334.4,1.0,625.0
Whitefield,4 Bedroom,2403.0,5.0,233.67,4,9724.094881398252,1.25,600.75
Sarjapur  Road,2 BHK,984.0,2.0,57.09,2,5801.829268292683,1.0,492.0
Sarjapur  Road,2 BHK,1305.0,2.0,75.3,2,5770.114942528736,1.0,652.5
Attur Layout,2 Bedroom,1200.0,1.0,66.62,2,5551.666666666667,0.5,600.0
Hebbal,4 BHK,2790.0,5.0,283.05,4,10145.161290322581,1.25,697.5
Old Madras Road,4 BHK,2010.0,3.0,125.0,4,6218.905472636816,0.75,502.5
Electronics City Phase 1,2 BHK,995.0,2.0,46.92,2,4715.577889447236,1.0,497.5
Varthur Road,2 BHK,1277.0,2.0,54.86,2,4296.00626468285,1.0,638.5
7th Phase JP Nagar,2 BHK,1236.0,2.0,79.13,2,6402.10355987055,1.0,618.0
Akshaya Nagar,2 BHK,1265.0,2.0,101.21,2,8000.790513833992,1.0,632.5
Gubbalala,5 BHK,2570.0,4.0,157.75,5,6138.1322957198445,0.8,514.0
Hennur Road,4 Bedroom,2400.0,5.0,144.29,4,6012.083333333333,1.25,600.0
Shikaripalya,3 BHK,1442.0,3.0,58.0,3,4022.1914008321774,1.0,480.6666666666667
Ardendale,2 BHK,1224.0,2.0,67.66,2,5527.777777777777,1.0,612.0
Bellandur,2 BHK,1205.0,2.0,122.33,2,10151.867219917012,1.0,602.5
Richmond Town,2 BHK,1233.0,2.0,201.88,2,16373.073803730738,1.0,616.5
5th Block Hbr Layout,2 BHK,1312.0,2.0,71.66,2,5461.890243902439,1.0,656.0
Electronic City,3 BHK,1449.0,3.0,88.13,3,6082.125603864734,1.0,483.0
Yelenahalli,2 BHK,1090.0,2.0,42.97,2,3942.201834862385,1.0,545.0
Kaggadasapura,5 Bedroom,2100.0,5.0,214.77,5,10227.142857142857,1.0,420.0
Uttarahalli,3 BHK,1390.0,2.0,53.92,3,3879.136690647482,0.6666666666666666,463.3333333333333
JP Nagar,2 BHK,1200.0,2.0,109.98,2,9165.0,1.0,600.0
BTM 2nd Stage,2 BHK,1000.0,2.0,65.8,2,6580.0,1.0,500.0
Devanahalli,4 Bedroom,2400.0,5.0,128.38,4,5349.166666666667,1.25,600.0
Thanisandra,3 BHK,1732.0,3.0,137.56,3,7942.263279445728,1.0,577.3333333333334
Banashankari,2 BHK,1290.0,2.0,112.75,2,8740.31007751938,1.0,645.0
Marasandra,3 BHK,1840.0,3.0,84.42,3,4588.04347826087,1.0,613.3333333333334
Thanisandra,3 BHK,1917.0,4.0,158.71,3,8279.081898800208,1.3333333333333333,639.0
Bhuvaneshwari Nagar,2 BHK,1100.0,2.0,56.94,2,5176.363636363636,1.0,550.0
Kudlu,3 BHK,1455.0,2.0,65.3,3,4487.972508591065,0.6666666666666666,485.0
Old Airport Road,4 BHK,2774.0,4.0,213.6,4,7700.072098053352,1.0,693.5
 Devarachikkanahalli,3 BHK,1425.0,2.0,61.29,3,4301.0526315789475,0.6666666666666666,475.0
Whitefield,3 BHK,1655.0,3.0,153.9,3,9299.093655589124,1.0,551.6666666666666
Haralur Road,4 BHK,2805.0,5.0,294.08,4,10484.135472370766,1.25,701.25
AGS Layout,2 BHK,1040.0,2.0,50.01,2,4808.653846153846,1.0,520.0
Akshaya Nagar,2 BHK,1126.0,2.0,86.0,2,7637.65541740675,1.0,563.0
Hebbal,2 BHK,1250.0,2.0,126.19,2,10095.2,1.0,625.0
Yelahanka,4 Bedroom,1800.0,4.0,147.78,4,8210.0,1.0,450.0
Kalkere Channasandra,2 Bedroom,1200.0,2.0,54.62,2,4551.666666666667,1.0,600.0
Ashirvad Colony,4 BHK,2050.0,3.0,101.45,4,4948.780487804878,0.75,512.5
Whitefield,1 BHK,530.0,1.0,45.34,1,8554.716981132075,1.0,530.0
Sarjapur,4 Bedroom,2585.5,4.0,242.47,4,9378.070005801586,1.0,646.375
Kambipura,2 BHK,883.0,2.0,38.98,2,4414.49603624009,1.0,441.5
Uttarahalli,3 BHK,1490.0,2.0,61.39,3,4120.13422818792,0.6666666666666666,496.6666666666667
Ramagondanahalli,2 BHK,1295.0,2.0,58.24,2,4497.2972972972975,1.0,647.5
Sompura,3 BHK,1275.0,3.0,51.43,3,4033.725490196078,1.0,425.0
Doddabanahalli,2 BHK,800.0,2.0,28.8,2,3600.0,1.0,400.0
Devanahalli,1 BHK,1200.0,1.0,59.87,1,4989.166666666667,1.0,1200.0
Bellandur,2 BHK,1063.0,2.0,106.13,2,9984.007525870178,1.0,531.5
Balagere,1 BHK,656.0,1.0,40.55,1,6181.402439024389,1.0,656.0
