location,total_sqft,bhk,bath,bath_per_bhk,sqft_per_bhk,price
Omkar Nagar,1800.0,4,3.0,0.75,450.0,94.41
Yelahanka,1200.0,2,2.0,1.0,600.0,93.79
Horamavu Agara,1284.0,3,2.0,0.6666666666666666,428.0,57.15
Jigani,914.0,2,2.0,1.0,457.0,49.39
Kaverappa Layout,1265.0,2,2.0,1.0,632.5,66.74
Whitefield,1165.0,2,2.0,1.0,582.5,105.53
Bisuvanahalli,845.0,2,2.0,1.0,422.5,32.45
Sarjapur  Road,1145.0,2,2.0,1.0,572.5,63.75
Jigani,924.0,2,2.0,1.0,462.0,47.37
Ramagondanahalli,2257.0,3,4.0,1.3333333333333333,752.3333333333334,105.65
Whitefield ECC Road,1225.0,2,2.0,1.0,612.5,73.4
Whitefield,4800.0,4,4.0,1.0,1200.0,447.26
Old Madras Road,1530.0,3,3.0,1.0,510.0,88.72
Kothannur,1197.0,2,2.0,1.0,598.5,47.96
Murugeshpalya,1855.0,3,3.0,1.0,618.3333333333334,92.42
HSR Layout,1203.0,2,2.0,1.0,601.5,135.19
8th Phase JP Nagar,500.0,1,1.0,1.0,500.0,21.94
KSRTC Layout,1215.0,3,2.0,0.6666666666666666,405.0,60.94
Old Airport Road,1184.0,2,2.0,1.0,592.0,88.99
7th Block Jayanagar,1903.0,3,2.0,0.6666666666666666,634.3333333333334,345.05
Motappa Layout,1360.0,3,2.0,0.6666666666666666,453.3333333333333,63.54
Whitefield,1820.0,3,3.0,1.0,606.6666666666666,169.3
2nd Block Hrbr Layout,1550.0,3,3.0,1.0,516.6666666666666,107.79
Hosakerehalli,3033.0,4,4.0,1.0,758.25,290.86
Hegde Nagar,1884.0,3,4.0,1.3333333333333333,628.0,130.34
Kanakapura,1120.0,2,2.0,1.0,560.0,54.87
Ramagondanahalli,1215.0,2,2.0,1.0,607.5,54.19
Kaverappa Layout,1012.0,2,2.0,1.0,506.0,55.25
Raja Rajeshwari Nagar,1630.0,3,3.0,1.0,543.3333333333334,73.06
Bannerghatta Road,1600.0,3,3.0,1.0,533.3333333333334,149.9
GM Palaya,1315.0,3,3.0,1.0,438.3333333333333,61.09
Balagere,1020.07,2,2.0,1.0,510.035,66.15
Kengeri,750.0,2,2.0,1.0,375.0,45.08
Kodihalli,3073.0,4,5.0,1.25,768.25,354.93
Hoodi,1639.0,3,3.0,1.0,546.3333333333334,148.49
Yelahanka,700.0,1,1.0,1.0,700.0,55.01
Yeshwanthpur,400.0,1,1.0,1.0,400.0,21.49
Kudlu Gate,1336.0,2,2.0,1.0,668.0,107.29
Kasavanhalli,770.0,1,1.0,1.0,770.0,41.23
Whitefield,1060.0,2,2.0,1.0,530.0,98.5
Kaggadasapura,1350.0,3,2.0,0.6666666666666666,450.0,128.9
3rd Block Hrbr Layout,1320.0,2,2.0,1.0,660.0,110.83
Kanakpura Road,1155.0,2,2.0,1.0,577.5,56.98
Chikkabanavar,1200.0,1,1.0,1.0,1200.0,44.92
TC Palaya,1200.0,3,3.0,1.0,400.0,69.88
Sarjapur  Road,1308.0,2,2.0,1.0,654.0,75.39
Ramagondanahalli,1235.0,2,2.0,1.0,617.5,53.24
Whitefield,1570.0,3,3.0,1.0,523.3333333333334,144.79
Whitefield,1173.0,2,2.0,1.0,586.5,110.13
Raja Rajeshwari Nagar,1151.0,2,2.0,1.0,575.5,48.69
Haralur Road,1140.0,2,2.0,1.0,570.0,110.68
Chandapura,1015.0,2,2.0,1.0,507.5,60.29
Marathahalli,1325.0,2,1.0,0.5,662.5,112.6
Kanakpura Road,1200.0,3,2.0,0.6666666666666666,400.0,62.23
Anjanapura,1850.0,4,4.0,1.0,462.5,66.69
Billekahalli,1125.0,2,2.0,1.0,562.5,63.52
Vasanth nagar,2295.0,6,3.0,0.5,382.5,570.49
Doddathoguru,970.0,2,2.0,1.0,485.0,35.33
Jakkur,1760.0,3,3.0,1.0,586.6666666666666,114.12
Vadarpalya,1141.0,2,2.0,1.0,570.5,58.11
Sadanand Nagar,3500.0,3,4.0,1.3333333333333333,1166.6666666666667,386.16
Haralur Road,575.0,1,1.0,1.0,575.0,50.67
Kadugodi,1900.0,3,3.0,1.0,633.3333333333334,164.24
Kammasandra,930.0,2,2.0,1.0,465.0,28.44
Defence Layout,1200.0,3,3.0,1.0,400.0,131.98
Hulimavu,1260.0,3,2.0,0.6666666666666666,420.0,69.75
Sahakara Nagar,1270.0,2,2.0,1.0,635.0,76.28
CV Raman Nagar,1310.0,2,2.0,1.0,655.0,64.22
A Narayanapura,1500.0,1,2.0,2.0,1500.0,89.85
Vijayanagar,1450.0,3,3.0,1.0,483.3333333333333,134.65
Banagirinagar,1630.0,3,2.0,0.6666666666666666,543.3333333333334,136.24
Whitefield,2403.0,4,4.0,1.0,600.75,240.13
Thanisandra,1801.0,3,3.0,1.0,600.3333333333334,143.97
Mysore Road,1082.0,3,3.0,1.0,360.6666666666667,52.96
Sarjapur  Road,1525.0,3,2.0,0.6666666666666666,508.3333333333333,90.14
Thanisandra,965.0,2,2.0,1.0,482.5,80.78
Munnekollal,1210.0,2,2.0,1.0,605.0,58.78
Sarjapur  Road,1157.0,3,2.0,0.6666666666666666,385.6666666666667,66.06
Kaikondrahalli,1342.0,3,3.0,1.0,447.3333333333333,85.34
Yelahanka,1400.0,3,2.0,0.6666666666666666,466.6666666666667,113.85
Vasanthapura,940.0,2,2.0,1.0,470.0,32.32
Electronic City Phase II,1310.0,3,2.0,0.6666666666666666,436.6666666666667,40.09
Sarjapura - Attibele Road,1033.0,2,2.0,1.0,516.5,35.68
Uttarahalli,1385.0,3,2.0,0.6666666666666666,461.6666666666667,58.16
Haralur Road,1000.0,2,2.0,1.0,500.0,89.74
Thanisandra,1131.0,2,2.0,1.0,565.5,84.4
Hennur Road,1482.0,3,2.0,0.6666666666666666,494.0,93.11
BTM 1st Stage,1215.0,4,4.0,1.0,303.75,152.22
Thigalarapalya,4303.0,4,5.0,1.25,1075.75,348.24
Jakkur,1202.0,2,2.0,1.0,601.0,77.87
Banagiri Nagar,1630.0,3,2.0,0.6666666666666666,543.3333333333334,136.69
Hosa Road,1161.0,2,2.0,1.0,580.5,53.24
Electronic City,1128.0,2,2.0,1.0,564.0,71.96
Kundalahalli,1065.0,2,2.0,1.0,532.5,76.36
Dasarahalli,2100.0,3,3.0,1.0,700.0,147.4
Haralur Road,1243.0,2,2.0,1.0,621.5,120.11
Hegde Nagar,1703.0,3,3.0,1.0,567.6666666666666,114.75
Kammasandra,1057.0,2,2.0,1.0,528.5,32.96
HOSUR MAIN ROAD,1393.0,3,3.0,1.0,464.3333333333333,52.77
Bellandur,1281.0,2,2.0,1.0,640.5,127.9
Banashankari,1200.0,3,2.0,0.6666666666666666,400.0,103.44
Green Glen Layout,1625.0,3,3.0,1.0,541.6666666666666,109.12
Whitefield,840.0,1,1.0,1.0,840.0,75.32
Hebbal,4640.0,4,4.0,1.0,1160.0,515.88
Mahadevpura,1152.0,2,2.0,1.0,576.0,54.49
4th Block Koramangala,1800.0,3,3.0,1.0,600.0,230.29
Poorna Pragna Layout,960.0,2,2.0,1.0,480.0,37.42
Koramangala,1320.0,2,2.0,1.0,660.0,186.98
Tumkur Road,1343.5,3,3.0,1.0,447.8333333333333,92.76
Thanisandra,1564.0,3,3.0,1.0,521.3333333333334,132.61
Electronic City,870.0,2,2.0,1.0,435.0,50.86
Gaundanapalya,1010.0,2,2.0,1.0,505.0,44.73
Hosur Road,1250.0,2,2.0,1.0,625.0,98.95
Hormavu,1046.0,2,2.0,1.0,523.0,52.05
Magadi Road,440.0,1,1.0,1.0,440.0,19.75
Lakshmipura,1200.0,2,2.0,1.0,600.0,74.1
Green Glen Layout,1670.0,3,3.0,1.0,556.6666666666666,106.88
Rammana Layout,2000.0,3,3.0,1.0,666.6666666666666,104.48
Sarjapur  Road,1200.0,2,2.0,1.0,600.0,69.32
Indira Nagar,1470.0,2,2.0,1.0,735.0,171.68
Dwaraka Nagar,1300.0,3,2.0,0.6666666666666666,433.3333333333333,57.38
Kanakpura Road,1706.0,3,3.0,1.0,568.6666666666666,86.12
Hormavu,1100.0,2,2.0,1.0,550.0,52.64
Kanakpura Road,2000.0,3,2.0,0.6666666666666666,666.6666666666666,98.04
Ramamurthy Nagar,1305.0,3,3.0,1.0,435.0,67.19
Raghavendra Layout,1770.0,3,3.0,1.0,590.0,97.37
Devanahalli,1230.0,2,2.0,1.0,615.0,61.17
Garudachar Palya,1325.0,3,2.0,0.6666666666666666,441.6666666666667,62.34
Gottigere,950.0,2,2.0,1.0,475.0,42.43
Amblipura,1605.0,3,3.0,1.0,535.0,109.78
Basavangudi,1050.0,2,2.0,1.0,525.0,104.93
Marathahalli,950.0,2,2.0,1.0,475.0,87.88
Kaggalipura,950.0,2,2.0,1.0,475.0,50.1
Chikkalasandra,1270.0,3,2.0,0.6666666666666666,423.3333333333333,56.08
Benson Town,3569.0,4,4.0,1.0,892.25,530.28
Kereguddadahalli,1080.0,2,2.0,1.0,540.0,35.68
Hebbal,1430.0,3,3.0,1.0,476.6666666666667,147.06
Kadubeesanahalli,3293.0,4,5.0,1.25,823.25,362.13
Nagarbhavi Garden Villas Layout,1200.0,4,3.0,0.75,300.0,187.62
Budigere,1172.0,2,2.0,1.0,586.0,55.65
Rajaji Nagar,1222.0,2,2.0,1.0,611.0,173.17
Judicial Layout,2070.0,3,3.0,1.0,690.0,167.34
"Varthur Road, ",1330.0,2,2.0,1.0,665.0,64.54
Sarjapur  Road,1025.0,2,2.0,1.0,512.5,55.81
Electronic City,1128.0,2,2.0,1.0,564.0,68.72
Electronics City Phase 1,1088.0,2,2.0,1.0,544.0,51.47
Yelahanka,4346.0,4,4.0,1.0,1086.5,360.15
Dodda Nekkundi,1005.0,2,2.0,1.0,502.5,43.18
Brookefield,2169.0,3,4.0,1.3333333333333333,723.0,212.43
Attibele,1200.0,2,2.0,1.0,600.0,64.5
Varthur,1120.0,2,2.0,1.0,560.0,102.51
Cunningham Road,2275.0,3,3.0,1.0,758.3333333333334,471.58
Virudhu Nagar,1130.0,2,2.0,1.0,565.0,68.53
Karuna Nagar,2500.0,3,3.0,1.0,833.3333333333334,180.85
Kanakpura Road,1100.0,3,3.0,1.0,366.6666666666667,55.51
Sarjapur,650.0,1,1.0,1.0,650.0,55.53
Kanakpura Road,381.0,1,1.0,1.0,381.0,18.46
Jalahalli,1530.0,3,2.0,0.6666666666666666,510.0,93.93
Koramangala,1370.0,2,2.0,1.0,685.0,190.94
Coconut Grove Layout,1156.0,2,2.0,1.0,578.0,48.67
Surabhi Layout,1760.0,3,3.0,1.0,586.6666666666666,117.41
Anekal,600.0,1,1.0,1.0,600.0,26.96
Rajaji Nagar,1800.0,3,2.0,0.6666666666666666,600.0,240.61
Bannerghatta Road,1527.0,3,3.0,1.0,509.0,148.87
HAL 3rd Stage,1865.0,3,3.0,1.0,621.6666666666666,238.03
Kanakpura Road,1135.0,2,2.0,1.0,567.5,58.06
Kanakpura Road,1592.0,3,3.0,1.0,530.6666666666666,81.37
Hosur Road,2000.0,4,4.0,1.0,500.0,162.48
Rajaji Nagar,1718.0,2,3.0,1.5,859.0,239.85
Yelahanka,1381.0,3,2.0,0.6666666666666666,460.3333333333333,115.49
1st Phase JP Nagar,1205.0,2,2.0,1.0,602.5,102.39
Koramangala,1866.0,3,4.0,1.3333333333333333,622.0,269.9
Kanakpura Road,1155.0,2,2.0,1.0,577.5,59.34
KR Puram,1204.0,2,2.0,1.0,602.0,87.66
Doddanakundi Industrial Area 2,1768.0,3,3.0,1.0,589.3333333333334,87.83
Marathahalli,1710.0,3,3.0,1.0,570.0,161.49
Electronic City,1110.0,2,2.0,1.0,555.0,71.58
Attibele,520.0,1,1.0,1.0,520.0,28.02
Yelahanka New Town,600.0,2,2.0,1.0,300.0,29.36
7th Phase JP Nagar,1050.0,2,2.0,1.0,525.0,70.17
Kasavanhalli,1100.0,2,2.0,1.0,550.0,64.52
Kodigehalli,1086.0,2,2.0,1.0,543.0,87.25
Tala Cauvery Layout,1340.0,2,2.0,1.0,670.0,80.76
Haralur Road,1300.0,2,2.0,1.0,650.0,127.19
Sector 6 HSR Layout,3800.0,3,3.0,1.0,1266.6666666666667,489.14
Hoodi,1220.0,2,2.0,1.0,610.0,117.47
Vidyaranyapura,1560.0,3,3.0,1.0,520.0,76.52
Hennur Road,1891.0,3,3.0,1.0,630.3333333333334,116.35
Electronic City Phase II,1031.0,2,2.0,1.0,515.5,31.38
JP Nagar,1200.0,2,2.0,1.0,600.0,109.98
Kenchenahalli,1720.0,3,3.0,1.0,573.3333333333334,91.47
Akshayanagara East,1145.0,2,2.0,1.0,572.5,61.41
Devanahalli,1080.0,2,2.0,1.0,540.0,51.22
Kanakpura Road,950.0,2,2.0,1.0,475.0,49.58
Thanisandra,971.5,2,2.0,1.0,485.75,78.54
Kudlu Gate,1320.0,3,2.0,0.6666666666666666,440.0,108.64
GM Palaya,1000.0,2,2.0,1.0,500.0,45.88
Varthur,1000.0,1,1.0,1.0,1000.0,86.37
Hebbal,1299.0,2,2.0,1.0,649.5,134.73
Dairy Circle,2735.0,3,4.0,1.3333333333333333,911.6666666666666,343.82
Judicial Layout,1100.0,3,2.0,0.6666666666666666,366.6666666666667,86.91
Banashankari Stage III,2100.0,4,3.0,0.75,525.0,116.59
6th Block Rajaji Nagar,3200.0,4,3.0,0.75,800.0,198.05
GM Palaya,1820.0,3,2.0,0.6666666666666666,606.6666666666666,86.92
Talaghattapura,2254.0,3,3.0,1.0,751.3333333333334,145.2
Malur Hosur Road,2800.0,6,4.0,0.6666666666666666,466.6666666666667,108.08
Old Madras Road,1210.0,2,2.0,1.0,605.0,69.5
Sarjapur  Road,1150.0,2,2.0,1.0,575.0,63.51
Kanakapura,1290.0,3,2.0,0.6666666666666666,430.0,60.94
Lavakusha Nagar,1780.0,3,3.0,1.0,593.3333333333334,88.84
Mico Layout,1171.0,2,2.0,1.0,585.5,39.97
Sahakara Nagar,1200.0,2,2.0,1.0,600.0,73.25
Whitefield,1200.0,3,3.0,1.0,400.0,113.86
1st Block Jayanagar,2400.0,4,4.0,1.0,600.0,311.18
Frazer Town,2560.0,3,3.0,1.0,853.3333333333334,326.22
Sonnenahalli,1415.0,3,2.0,0.6666666666666666,471.6666666666667,70.13
Brookefield,1139.0,2,2.0,1.0,569.5,105.62
Dairy Circle,1980.0,3,3.0,1.0,660.0,247.82
Vishwapriya Layout,820.0,2,2.0,1.0,410.0,32.97
Gottigere,1205.0,2,2.0,1.0,602.5,50.55
Rachenahalli,1050.0,2,2.0,1.0,525.0,51.32
Kodichikkanahalli,995.0,2,2.0,1.0,497.5,46.37
Balagere,1007.0,2,2.0,1.0,503.5,62.08
Koramangala,1290.0,2,2.0,1.0,645.0,181.57
Vajarahalli,1254.0,3,2.0,0.6666666666666666,418.0,75.54
Jaymahal Road,3400.0,3,3.0,1.0,1133.3333333333333,409.53
Tumkur Road,1240.0,3,2.0,0.6666666666666666,413.3333333333333,79.79
Bhoganhalli,1974.0,4,4.0,1.0,493.5,112.12
Cooke Town,3900.0,4,5.0,1.25,975.0,544.01
Electronic City,1150.0,2,2.0,1.0,575.0,67.71
 Rachenahalli,412.5,1,1.0,1.0,412.5,22.11
SMV layout,1200.0,3,3.0,1.0,400.0,136.07
Marathahalli,1650.0,3,3.0,1.0,550.0,149.87
Kundalahalli,3092.0,4,4.0,1.0,773.0,250.33
Narayana Nagar 1st Block,1360.0,3,2.0,0.6666666666666666,453.3333333333333,68.2
Richmond Town,1835.0,3,3.0,1.0,611.6666666666666,313.16
Bettahalsoor,1200.0,3,3.0,1.0,400.0,129.59
Sarjapur  Road,1495.0,3,2.0,0.6666666666666666,498.3333333333333,90.9
Hosur Road,1345.0,2,2.0,1.0,672.5,109.82
Gunjur Palya,993.0,2,2.0,1.0,496.5,38.63
Haralur Road,1194.0,2,2.0,1.0,597.0,114.23
Abbigere,2500.0,6,6.0,1.0,416.6666666666667,108.88
Electronic City,1050.0,3,2.0,0.6666666666666666,350.0,64.54
Basaveswarnagar,2400.0,6,4.0,0.6666666666666666,400.0,479.83
Thanisandra,1220.0,2,2.0,1.0,610.0,98.59
Ambedkar Nagar,1852.0,3,3.0,1.0,617.3333333333334,124.64
Kanakpura Road,525.0,1,1.0,1.0,525.0,25.27
Bannerghatta Road,2500.0,5,4.0,0.8,500.0,251.02
Anandapura,1576.0,3,3.0,1.0,525.3333333333334,69.28
Electronic City Phase II,1219.0,2,2.0,1.0,609.5,36.3
Balagere,645.0,1,1.0,1.0,645.0,38.12
Rachenahalli,1050.0,2,2.0,1.0,525.0,51.82
Magadi Road,1187.0,3,2.0,0.6666666666666666,395.6666666666667,54.78
Jaya Mahal layout,1650.0,3,3.0,1.0,550.0,158.47
7th Phase JP Nagar,1405.0,3,2.0,0.6666666666666666,468.3333333333333,96.66
Bhoganhalli,1447.0,2,2.0,1.0,723.5,73.51
KUDLU MAIN ROAD,1464.0,3,3.0,1.0,488.0,59.56
Jayanagar,1875.0,3,2.0,0.6666666666666666,625.0,229.33
8th Phase JP Nagar,1408.0,3,3.0,1.0,469.3333333333333,60.64
Kanakpura Road,525.0,1,1.0,1.0,525.0,25.12
BEML Layout,2400.0,5,4.0,0.8,480.0,137.35
Hormavu,1143.0,2,2.0,1.0,571.5,53.63
Raja Rajeshwari Nagar,1295.0,2,2.0,1.0,647.5,55.98
Samethanahalli,799.0,2,2.0,1.0,399.5,35.26
Langford Gardens,2777.29,3,5.0,1.6666666666666667,925.7633333333333,642.72
Domlur,780.0,1,1.0,1.0,780.0,93.65
Tindlu,1500.0,3,2.0,0.6666666666666666,500.0,78.53
Dommasandra,1033.0,3,2.0,0.6666666666666666,344.3333333333333,32.15
Vijayanagar,492.0,1,1.0,1.0,492.0,42.93
Padmanabhanagar,1500.0,3,2.0,0.6666666666666666,500.0,83.94
Kenchenahalli,715.0,1,1.0,1.0,715.0,36.67
Singasandra,1465.0,2,2.0,1.0,732.5,68.91
"Haralur Road, ",2597.0,4,4.0,1.0,649.25,201.86
Kodathi,1033.0,3,2.0,0.6666666666666666,344.3333333333333,33.1
Yeshwanthpur,1161.0,2,2.0,1.0,580.5,63.17
Rachenahalli,1550.0,3,3.0,1.0,516.6666666666666,76.91
Hosa Road,1365.0,2,2.0,1.0,682.5,65.96
Uttarahalli,1135.0,3,2.0,0.6666666666666666,378.3333333333333,46.71
Begur Road,1583.0,3,3.0,1.0,527.6666666666666,116.92
Babusapalaya,1410.0,3,2.0,0.6666666666666666,470.0,53.82
ITPL,3262.0,4,5.0,1.25,815.5,164.86
Kanakapura,711.0,1,1.0,1.0,711.0,33.18
Hebbal,1080.0,2,2.0,1.0,540.0,109.47
Sarjapur  Road,1929.0,3,3.0,1.0,643.0,118.46
Kammasandra,1276.0,3,2.0,0.6666666666666666,425.3333333333333,40.0
Basapura,1100.0,2,2.0,1.0,550.0,52.73
Bommasandra,1015.0,2,2.0,1.0,507.5,39.18
Rajarajesheari nagar,1400.0,2,2.0,1.0,700.0,46.14
Hebbal,4000.0,4,6.0,1.5,1000.0,432.12
Raghuvanahalli,1440.0,3,3.0,1.0,480.0,66.82
Kasavanhalli,1717.0,3,3.0,1.0,572.3333333333334,100.6
Shampura,1400.0,3,3.0,1.0,466.6666666666667,76.66
Bisuvanahalli,700.0,2,1.0,0.5,350.0,27.05
Electronic City,1020.0,2,2.0,1.0,510.0,59.68
Bisuvanahalli,1075.0,3,2.0,0.6666666666666666,358.3333333333333,43.31
Thanisandra,1185.0,2,2.0,1.0,592.5,93.07
Subramanyapura,1260.0,2,2.0,1.0,630.0,69.27
Kengeri Satellite Town,1120.0,2,2.0,1.0,560.0,46.13
Friends Colony,1035.0,2,2.0,1.0,517.5,56.31
Kengeri,500.0,1,1.0,1.0,500.0,29.08
Marathahalli,1550.0,3,3.0,1.0,516.6666666666666,145.37
Bellandur,1060.0,2,2.0,1.0,530.0,106.28
Sarjapur,3300.0,4,4.0,1.0,825.0,304.42
Brookefield,1130.0,2,2.0,1.0,565.0,114.66
Subramanyapura,1200.0,2,2.0,1.0,600.0,64.18
4th Block Koramangala,2400.0,4,4.0,1.0,600.0,325.58
Bommenahalli,1355.0,4,3.0,0.75,338.75,115.28
Kanakpura Road,1843.0,3,3.0,1.0,614.3333333333334,92.85
Hanumanth Nagar,1175.0,2,2.0,1.0,587.5,52.6
Upadhyaya Layout,1300.0,3,2.0,0.6666666666666666,433.3333333333333,58.25
9th Phase JP Nagar,1080.0,2,2.0,1.0,540.0,49.01
Virgonagar,1215.0,3,3.0,1.0,405.0,43.5
Marathahalli,1285.0,2,2.0,1.0,642.5,113.08
Yelahanka New Town,2095.0,4,3.0,0.75,523.75,111.33
Yelahanka,1175.0,2,2.0,1.0,587.5,94.61
HAL 2nd Stage,2280.0,4,4.0,1.0,570.0,478.96
Cooke Town,1310.0,2,2.0,1.0,655.0,169.72
Electronic City,1020.0,2,2.0,1.0,510.0,61.86
Malleshpalya,1065.0,2,2.0,1.0,532.5,50.06
Kanakpura Road,1452.0,3,3.0,1.0,484.0,72.38
Bileshivale,6000.0,4,5.0,1.25,1500.0,292.44
Yeshwanthpur Industrial Suburb,3800.0,6,6.0,1.0,633.3333333333334,424.19
Sarjapur  Road,984.0,2,2.0,1.0,492.0,59.2
Vidyaranyapura,1200.0,4,4.0,1.0,300.0,63.23
Coconut Grove Layout,1007.0,2,2.0,1.0,503.5,42.4
Jakkur,1650.0,3,3.0,1.0,550.0,108.26
Kannamangala,1865.0,3,3.0,1.0,621.6666666666666,113.86
"Thanisandra Main Road, ",1308.0,2,2.0,1.0,654.0,84.21
Kammasandra,1200.0,2,2.0,1.0,600.0,36.94
Rajarajeshwari nagar,2000.0,3,3.0,1.0,666.6666666666666,88.4
Bellandur,1262.0,2,2.0,1.0,631.0,120.75
Nagarbhavi,884.0,1,2.0,2.0,884.0,72.47
Vidyaranyapura,1188.0,2,2.0,1.0,594.0,59.04
ISRO Layout,1200.0,2,2.0,1.0,600.0,71.33
Singasandra,1510.0,3,3.0,1.0,503.3333333333333,71.77
"Sarjapur Road, ",1936.0,3,3.0,1.0,645.3333333333334,116.51
Sarjapur  Road,1314.0,2,2.0,1.0,657.0,76.86
Yeshwanthpur,2557.0,3,3.0,1.0,852.3333333333334,140.97
Jalahalli,1704.0,3,3.0,1.0,568.0,107.9
NRI Layout,2400.0,2,2.0,1.0,1200.0,121.94
Chandapura,1015.0,2,2.0,1.0,507.5,57.89
Seegehalli,1200.0,3,2.0,0.6666666666666666,400.0,57.42
Domlur,1950.0,3,3.0,1.0,650.0,249.64
Govindapura,1310.0,2,2.0,1.0,655.0,71.19
Bellandur,1260.0,2,2.0,1.0,630.0,126.79
Kundalahalli,1047.0,2,2.0,1.0,523.5,78.28
Thirumenahalli,1378.0,3,2.0,0.6666666666666666,459.3333333333333,47.39
Sarjapur,3508.0,4,4.0,1.0,877.0,328.63
Bellandur,1205.0,2,2.0,1.0,602.5,122.33
Yeshwanthpur,1166.0,2,2.0,1.0,583.0,60.36
Attibele,400.0,1,1.0,1.0,400.0,20.76
New Gurappana Palya,2000.0,3,4.0,1.3333333333333333,666.6666666666666,106.8
3rd Block Hrbr Layout,1650.0,3,3.0,1.0,550.0,136.54
Sahakara Nagar,1201.0,2,2.0,1.0,600.5,73.68
Byadarahalli,3071.0,3,4.0,1.3333333333333333,1023.6666666666666,394.68
Electronic City Phase II,2225.0,4,4.0,1.0,556.25,66.82
Hulimavu,1320.0,3,2.0,0.6666666666666666,440.0,73.31
6th block Koramangala,2350.0,3,3.0,1.0,783.3333333333334,279.16
Kasavanhalli,1260.0,3,2.0,0.6666666666666666,420.0,74.58
Mariyannapalya,900.0,2,2.0,1.0,450.0,42.7
Sanjay nagar,1450.0,3,3.0,1.0,483.3333333333333,97.09
Bellandur,1846.0,3,3.0,1.0,615.3333333333334,195.62
Vittal Nagar,1000.0,2,2.0,1.0,500.0,46.58
Rajaji Nagar,3900.0,6,6.0,1.0,650.0,595.45
Yeshwanthpur,1144.0,2,2.0,1.0,572.0,65.83
Nagappa Reddy Layout,1100.0,2,2.0,1.0,550.0,48.78
Avalahalli,833.0,1,1.0,1.0,833.0,41.9
Whitefield,1275.0,3,2.0,0.6666666666666666,425.0,122.31
LB Shastri Nagar,1043.0,2,2.0,1.0,521.5,56.33
KAMAKIYA,1650.0,3,3.0,1.0,550.0,136.36
Benson Town,3200.0,3,4.0,1.3333333333333333,1066.6666666666667,455.9
KR Puram,1115.0,2,2.0,1.0,557.5,78.3
Hegde Nagar,1703.0,3,3.0,1.0,567.6666666666666,115.4
Kalena Agrahara,1200.0,2,2.0,1.0,600.0,60.56
Old Airport Road,1150.0,2,2.0,1.0,575.0,86.72
Hosa Road,972.0,2,2.0,1.0,486.0,48.92
Hegde Nagar,2087.01,3,3.0,1.0,695.6700000000001,145.82
Hegde Nagar,1340.0,2,2.0,1.0,670.0,91.36
Talaghattapura,1040.0,2,2.0,1.0,520.0,63.86
Whitefield,2321.0,3,4.0,1.3333333333333333,773.6666666666666,218.85
Kanakapura  Rod,1305.0,3,2.0,0.6666666666666666,435.0,47.7
Whitefield,1150.0,3,2.0,0.6666666666666666,383.3333333333333,103.6
Vidyaranyapura,3150.0,7,7.0,1.0,450.0,167.3
Kundalahalli,1030.0,2,2.0,1.0,515.0,72.88
Balagere,1012.0,2,2.0,1.0,506.0,62.55
Kanakpura Road,900.0,2,2.0,1.0,450.0,44.25
HBR Layout,1068.0,2,2.0,1.0,534.0,105.44
Abbigere,985.0,2,2.0,1.0,492.5,38.78
Kasavanhalli,1819.0,3,3.0,1.0,606.3333333333334,110.36
Shettigere,660.0,1,1.0,1.0,660.0,33.9
Prithvi Layout,1190.0,2,2.0,1.0,595.0,72.83
Bellandur,1049.0,2,2.0,1.0,524.5,103.34
Bommenahalli,1232.0,3,3.0,1.0,410.6666666666667,100.56
Gottigere,1304.0,3,3.0,1.0,434.6666666666667,57.21
Cholanayakanahalli,2000.0,4,4.0,1.0,500.0,145.32
Frazer Town,4856.0,4,5.0,1.25,1214.0,634.58
Yelahanka New Town,1000.0,2,2.0,1.0,500.0,49.78
KR Puram,750.0,2,2.0,1.0,375.0,52.66
R.T. Nagar,1150.0,2,2.0,1.0,575.0,77.31
Bannerghatta Road,1460.0,3,2.0,0.6666666666666666,486.6666666666667,132.28
Doddanakundi Industrial Area 2,1092.0,2,2.0,1.0,546.0,53.94
Thanisandra,1430.0,3,2.0,0.6666666666666666,476.6666666666667,115.24
 south,2400.0,3,2.0,0.6666666666666666,800.0,395.69
Chandapura,3300.0,4,4.0,1.0,825.0,209.02
Kasavanhalli,1715.0,3,3.0,1.0,571.6666666666666,92.59
Varthur Road,552.5,1,1.0,1.0,552.5,22.9
Budigere,1139.0,2,2.0,1.0,569.5,55.0
Devarachikkanahalli,1230.0,2,2.0,1.0,615.0,83.89
Electronic City,890.0,2,2.0,1.0,445.0,54.45
Kanakpura Road,1050.0,2,2.0,1.0,525.0,52.64
Uttarahalli,900.0,2,2.0,1.0,450.0,38.94
Uttarahalli,1213.0,2,2.0,1.0,606.5,49.32
Yelahanka,654.0,1,1.0,1.0,654.0,49.77
Bommanahalli,1416.0,3,2.0,0.6666666666666666,472.0,111.13
Bisuvanahalli,1080.0,3,2.0,0.6666666666666666,360.0,43.56
Koramangala,1005.0,2,1.0,0.5,502.5,133.96
Bisuvanahalli,845.0,2,2.0,1.0,422.5,34.59
Stage-4 Bommanahalli,2300.0,3,2.0,0.6666666666666666,766.6666666666666,87.4
Huskur,1090.0,2,2.0,1.0,545.0,32.67
BEML Layout,1200.0,3,5.0,1.6666666666666667,400.0,70.61
Sarjapur  Road,1240.0,4,4.0,1.0,310.0,77.45
Balagere,1210.0,2,2.0,1.0,605.0,77.19
